dye_raw,eco_class,record_count,avg_pce_percent,max_pce_percent,avg_jsc,avg_voc,avg_ff,example_name,example_smiles,common_semiconductors,common_redox_couples,common_substrates,sources,screening_reasons,example_dois,example_titles
POT / TiO2,metal_free_candidate_uncertain,1,0.202,0.202,0.528,0.376,0.507,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.synthmet.2010.08.003,Synthesis and photovoltaic property of poly(3-octylthiophene)/titanium dioxide/ferric oxide composite
TiO2,metal_free_candidate_uncertain,18,0.1103,0.2,0.5312,22.0906,0.5103,,O=[Ti]=O,TiO2,,0.64; 2.52 %; 42.97; 9.08; FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.molliq.2019.112177; 10.1016/j.rinp.2017.08.009; 10.1016/j.rser.2016.11.198; 10.1016/j.saa.2015.03.120; 10.1016/j.solmat.2007.07.002,Anthraquinone dyes as photosensitizers for dye-sensitized solar cells | Effect of metal ion Fe(III) on the performance of chlorophyll as photosensitizers on dye sensitized solar cell | Natural dyes for dye sensitized solar cell: A review
BQI,metal_free_organic_candidate,4,0.153,0.2,3.1825,143.0,0.3325,,C1=CC=C(C=C1)C(=O)O,,I−/I3−,,elsevier,metal_free_smiles_screen,10.1016/j.jcis.2016.11.037,Restrain recombination by spraying pyrolysis TiO2 on NiO film for quinoxaline-based p-type dye-sensitized solar cells
Arugula,metal_free_candidate_uncertain,2,0.2,0.2,0.78,0.59,42.0,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Review on natural dye sensitized solar cells: Operation, materials and methods"
AZO / ZnO NWs / GQDs / TPD / Au,metal_free_candidate_uncertain,1,0.2,0.2,0.45,0.8,0.5,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7EN00179G,The emerging roles of carbon dots in solar photovoltaics: a critical review  
28 a,metal_free_candidate_uncertain,1,0.2,0.2,0.7,0.68,0.31,,,TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C2JM16690A,"Oligothiophene-functionalized naphthalimides and perylene imides: design, synthesis and applications  "
PS-7,metal_free_organic_candidate,1,0.2,0.2,0.69,0.4,0.72,,CCC1C2CC(=C(N2C1=O)C(=O)O)S/C=C/NC(=O)C,,,,rsc,metal_free_smiles_screen,10.1039/C0SC00649A,Optimization of distyryl-Bodipy chromophores for efficient panchromatic sensitization in dye sensitized solar cells  
CAT-Me,metal_free_candidate_uncertain,1,0.2,0.2,0.96,372.0,0.55,,,TiO2,I3−/I−,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C7QM00211D,Photovoltaic performances of type-II dye-sensitized solar cells based on catechol dye sensitizers: retardation of back-electron transfer by PET (photo-induced electron transfer)  
CNC : graphene NPs,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : Ag - doped TiO2 : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : P25 TiO2 / CdS / CdSe : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : TiO2 : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
Ag : EC : DMO : rosin ester : organic solvents,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
PEDOT : PSS : G : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
ZnO : graphene : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TMSC : CuXa : InXa : CuInS2,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TiO2 : carbon powder : terpineol : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
NaI : I2 : MPII : TBP : CH3CN : PEO : CMC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
Graphene : terpineol : ZrO2 : EC ( GC-CE ),metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TiO2 : Pluronic F127 : EC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
HPC : ethylene carbonate : PC : NaI : MPII,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CNC : PEO : NaI : I2 : TBP,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CMC : KI : I2,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CA : NH4I:ethylene carbonate : ZnS / CuInS,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
TiO2 : MFC : CMC,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
MFC : PEGDA : PEGMA,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : P25 TiO2 / CdSe : terpineol,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : CTAB : ZnO NDs / CdS / CdSe,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
CMC : polysulfide electrolyte,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
EC : CH3NH3PbI3,metal_free_candidate_uncertain,1,0.2,0.2,1.9,0.3,30.0,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/C7TC05271E,Multifunctional cellulose-paper for light harvesting and smart sensing applications 
6e,metal_free_candidate_uncertain,1,0.2,0.2,,0.41,0.63,,C[C@@]1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)S(=O)(=O)N4CCN(CC4)C5=CC(=CC=C5)Cl,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2005.09.004,"Application of 9-substituted 3,4-perylenedicarboxylic anhydrides as sensitizers for zinc oxide solar cell"
6f,metal_free_candidate_uncertain,1,0.2,0.2,,0.44,0.63,,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)OC[C@]3(CN4C=C(N=C4O3)[N+](=O)[O-])C,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2005.09.004,"Application of 9-substituted 3,4-perylenedicarboxylic anhydrides as sensitizers for zinc oxide solar cell"
HTM3,metal_free_candidate_uncertain,1,0.2,0.2,0.69,520.0,46.0,,,TiO2,,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.tet.2015.08.038,Investigation of a dendrimer-like arrangement of hydrazone fragments for the application as hole transporting materials
TCz-C6,metal_free_candidate_uncertain,1,0.2,0.2,0.86,0.59,38.0,,,,,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.dyepig.2017.12.050,Carbazole-based twin molecules as hole-transporting materials in dye-sensitized solar cells
CA : Chl,metal_free_candidate_uncertain,1,0.192,0.192,0.612,0.446,70.0,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2019.112216,"Photoconversion efficiency of Titania solar cells co-sensitized with natural pigments from cochineal, papaya peel and microalga Scenedesmus obliquus"
Betaxanthin,metal_free_organic_candidate,2,0.19,0.19,2.0,110.11,25.755,,COC1=C(C=CC(=C1)CCN=C/C=C/2\C[C@H](NC(=C2)C(=O)[O-])C(=O)[O-])O,TiO2,,,elsevier,metal_free_smiles_screen,10.1016/j.jphotochem.2007.07.038; 10.1016/j.jphotochem.2019.112050,Betalain pigments for dye-sensitized solar cells | Potential use of an anthocyanin-rich extract from berries of Vaccinium meridionale Swartz as sensitizer for TiO2 thin films – An experimental and theoretical study
Annatto,metal_free_organic_candidate,2,0.19,0.19,0.53,0.56,0.66,,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)O)/C=C/C=C(\C)/C=C/C(=O)O,TiO2; ZnO,I−/I3−,TiO2,elsevier,metal_free_smiles_screen,10.1016/j.rser.2011.07.148; 10.1016/j.solmat.2009.05.013,17th International Materials Research Congress 2008 | Review: Dye sensitized solar cells based on natural photosensitizers
OMK-PY,metal_free_candidate_uncertain,1,0.19,0.19,1.08,335.0,0.53,,,,I3−/I−,FTO,rsc,no_heavy_metal_keyword_detected,10.1039/C7RA00799J,"Synthesis, optical and electrochemical properties, and photovoltaic performance of a panchromatic and near-infrared (D) 2 –π–A type BODIPY dye with pyridyl group or cyanoacrylic acid  "
annatto,metal_free_organic_candidate,1,0.19,0.19,0.53,,,,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)O)/C=C/C=C(\C)/C=C/C(=O)O,,,,elsevier,metal_free_smiles_screen,10.1016/j.dyepig.2018.03.021,Photoelectrochemical and spectrophotometric studies on dye-sensitized solar cells (DSCs) and stable modules (DSCMs) based on natural apocarotenoids pigments
1. T3,metal_free_candidate_uncertain,1,0.19,0.19,4.01,0.14,0.33,,,,T2/T−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
Image 56,metal_free_candidate_uncertain,1,0.19,0.19,1.08,0.335,0.53,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2017.05.011,"An overview on basics of organic and dye sensitized solar cells, their mechanism and recent improvements"
Mimosa,metal_free_candidate_uncertain,1,0.19,0.19,0.41,0.75,0.61,,,ZnO,I-/I3-,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.electacta.2016.05.024,Investigation of Vegetable Tannins and Their Iron Complex Dyes for Dye Sensitized Solar Cell Applications
SC - PyTN1,metal_free_candidate_uncertain,1,0.19,0.19,0.72,0.45,0.59,,,TiO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.orgel.2013.11.031,"Synthesis, optical and electrochemical properties of pyridal[2,1,3]thiadiazole based organic dyes for dye sensitized solar cells"
Bacteriorhodopsin,metal_free_candidate_uncertain,1,0.19,0.19,0.62,0.5,0.53,,,TiO2,iodide/triiodide,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotobiol.2016.06.044,Enhanced photocurrent generation in bacteriorhodopsin based bio-sensitized solar cells using gel electrolyte
ZnO : Grapes dye,metal_free_candidate_uncertain,1,0.19,0.19,0.8,475.0,0.51,,,ZnO,,ITO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2016.11.029,Al-doped ZnO thin films grown onto ITO substrates as photoanode in dye sensitized solar cell
PMP dyes,metal_free_candidate_uncertain,1,0.19,0.19,0.771,0.48,0.51,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.matlet.2014.12.014,"Facile hydrothermal synthesis, formation mechanism and solar cell application of CuInS2 nanoparticles using novel starting reagents"
P3DDT / TiO2,metal_free_candidate_uncertain,1,0.188,0.188,1.667,0.361,0.313,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jpcs.2010.05.014,Synthesis and application in solar cell of poly(3-dodecylthiophene)/titanium dioxide nanocomposite
P3DT,metal_free_organic_candidate,1,0.185,0.185,1.03,0.44,0.409,,,TiO2,,FTO,elsevier,organic_keyword:thiophene,10.1016/j.jpcs.2011.07.014,"N, S-doped TiO2 anode effect on performance of dye-sensitized solar cells"
MF0,metal_free_candidate_uncertain,1,0.184,0.184,,,0.706,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ijhydene.2018.10.176,Dye-sensitized solar cells based on natural and artificial phycobiliproteins to capture low light underwater
PDI-C9,metal_free_candidate_uncertain,8,0.0741,0.182,0.725,0.275,0.3362,,,,,,rsc,no_heavy_metal_keyword_detected,10.1039/B512983D,Effects of functional groups at perylene diimide derivatives on organic photovoltaic device application 
Cherries ( 97 g ),metal_free_candidate_uncertain,1,0.181,0.181,,0.305,38.3,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.11.198,Natural dyes for dye sensitized solar cell: A review
Cherries,metal_free_candidate_uncertain,1,0.181,0.181,0.466,0.305,0.38,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Lily,metal_free_candidate_uncertain,6,0.1717,0.18,0.5583,0.4713,33.6825,,,TiO2,I−/I3−; T2/T−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087; 10.1016/j.rser.2017.04.075,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells | Recent progress and utilization of natural pigments in dye sensitized solar cells: A review"
Cheries,metal_free_candidate_uncertain,2,0.18,0.18,0.46,0.3,38.3,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Review on natural dye sensitized solar cells: Operation, materials and methods"
J1,metal_free_candidate_uncertain,2,0.18,0.18,0.99,347.0,0.52,,,ZnO,I3−/I−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.electacta.2015.08.034; 10.1016/j.synthmet.2013.07.028,"Enhancing the Spectral Response of Mesoporous ZnO Films of Dye–sensitized Solar Cells by Incorporating Metal-free Organic Sensitizer and N719 dye | Julolidine dyes with different acceptors and thiophene-conjugation bridge: Design, synthesis and their application in dye-sensitized solar cells"
e-glc+CDCA HPE,metal_free_candidate_uncertain,1,0.18,0.18,0.57,468.0,0.47,,,,I−/I3−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.08.050,Study of the multi-equilibria of red wine colorants pyranoanthocyanins and evaluation of their potential in dye-sensitized solar cells
P3HT-C60,metal_free_candidate_uncertain,1,0.18,0.18,0.59,0.55,55.0,,,TiO2,I3−/I−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jpowsour.2012.04.066,"Nanocomposites of gold and poly(3-hexylthiophene) containing fullerene moieties: Synthesis, characterization and application in solar cells"
Barley grass,metal_free_candidate_uncertain,1,0.18,0.18,,0.69,0.6,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
rAPC,metal_free_candidate_uncertain,1,0.179,0.179,,,0.724,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ijhydene.2018.10.176,Dye-sensitized solar cells based on natural and artificial phycobiliproteins to capture low light underwater
Undaria pinnatifida,metal_free_candidate_uncertain,1,0.178,0.178,0.8,0.36,0.69,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2015.07.052,"Review on natural dye sensitized solar cells: Operation, materials and methods"
Citrus limonum,metal_free_candidate_uncertain,1,0.171,0.171,0.9,478.0,0.398,,,,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ijleo.2018.12.104,Photovoltaic performance of natural metal free photo-sensitizer for TiO2 based dye-sensitized solar cells
Fructus lycii,metal_free_candidate_uncertain,5,0.17,0.17,1.664,0.6398,23.505,,,,I−/I3−; T2/T−,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2015.07.052; 10.1016/j.rser.2016.06.045; 10.1016/j.rser.2016.12.087; 10.1016/j.rser.2017.04.075,"Dye-sensitised solar cells: Development, structure, operation principles, electron kinetics, characterisation, synthesis materials and natural photosensitisers | Performance improvement of modified dye-sensitized solar cells | Recent progress and utilization of natural pigments in dye sensitized solar cells: A review"
Fructus lyciia,metal_free_candidate_uncertain,2,0.17,0.17,0.53,0.6895,23.535,,,TiO2,I3−/I−; I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008; 10.1016/j.rser.2011.07.148,Dye-sensitized solar cells using 20 natural dyes as sensitizers | Review: Dye sensitized solar cells based on natural photosensitizers
Pitaya(Ethanolic extract ),metal_free_candidate_uncertain,1,0.17,0.17,0.5,0.33,0.52,,,,T2/T−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
P3HT-Au,metal_free_candidate_uncertain,1,0.17,0.17,0.53,0.56,57.0,,,TiO2,I3−/I−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jpowsour.2012.04.066,"Nanocomposites of gold and poly(3-hexylthiophene) containing fullerene moieties: Synthesis, characterization and application in solar cells"
Lilyb,metal_free_candidate_uncertain,1,0.17,0.17,0.51,0.498,66.7,,,,I3−/I−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2011.02.008,Dye-sensitized solar cells using 20 natural dyes as sensitizers
Red cabbage in water extract,metal_free_candidate_uncertain,1,0.17,0.17,0.66,0.37,0.54,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
purple cabbage,metal_free_candidate_uncertain,2,0.161,0.162,0.6205,0.5405,0.482,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.cplett.2018.01.008; 10.1016/j.optmat.2019.02.037,Fabrication and characterization of dye-sensitized solar cells based on natural plants | Natural dye extract from Cassia fistula and its application in dye-sensitized solar cell: Experimental and density functional theory studies
Crocin,metal_free_organic_candidate,5,0.16,0.16,0.45,0.58,0.6,,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C,TiO2,I−/I3−,glass,elsevier,metal_free_smiles_screen,10.1016/j.rser.2011.07.148; 10.1016/j.rser.2016.11.198; 10.1016/j.solener.2006.08.003; 10.1016/j.solener.2014.08.002; 10.1016/j.solener.2019.02.023,An overview on the spectrum of sensitizers: The heart of Dye Sensitized Solar Cells | Natural dyes for dye sensitized solar cell: A review | Progress in dye sensitized solar cell by incorporating natural photosensitizers
Dry Turmeric,metal_free_candidate_uncertain,3,0.1267,0.16,0.62,0.5333,0.4133,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
T8,metal_free_organic_candidate,1,0.16,0.16,0.66,487.0,0.61,,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O[C@H]3C[C@@H](O[C@@H]3COP(=O)(O)O[C@H]4C[C@@H](O[C@@H]4COP(=O)(O)O[C@H]5C[C@@H](O[C@@H]5COP(=O)(O)O[C@H]6C[C@@H](O[C@@H]6COP(=O)(O)O[C@H]7C[C@@H](O[C@@H]7COP(=O)(O)O[C@H]8C[C@@H](O[C@@H]8COP(=O)(O)O[C@H]9C[C@@H](O[C@@H]9CO)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)N1C=C(C(=O)NC1=O)C)O,TiO2,I−/I3−,,rsc,metal_free_smiles_screen,10.1039/C7SE00068E,Recent developments in tetrathiafulvalene and dithiafulvalene based metal-free organic sensitizers for dye-sensitized solar cells: a mini-review  
7-BC,metal_free_candidate_uncertain,1,0.16,0.16,0.55,479.0,0.59,,,,,glass,rsc,no_heavy_metal_keyword_detected,10.1039/C5TA01861G,Co-sensitization of N719 with polyphenylenes from the Bergman cyclization of maleimide-based enediynes for dye-sensitized solar cells  
DTN,metal_free_candidate_uncertain,1,0.16,0.16,0.488,0.45,72.35,,C1=CC(=CC=C1CC#N)[N+](=O)[O-],TiO2,,,rsc,no_heavy_metal_keyword_detected,10.1039/C9CP01032G,Simple diphenylamine based D–π–A type sensitizers/co-sensitizers for DSSCs: a comprehensive study on the impact of anchoring groups  
GB,metal_free_organic_candidate,1,0.16,0.16,0.53,0.44,0.69,,CC(C)OP(=O)(C)F,,,FTO,elsevier,metal_free_smiles_screen,10.1016/j.jelechem.2012.11.026,Photochemical properties of dye-sensitized solar cell using mixed natural dyes extracted from Gardenia Jasminoide Ellis
Gardenia blue,metal_free_candidate_uncertain,1,0.16,0.16,0.53,0.44,0.69,,,,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2015.07.052,"Review on natural dye sensitized solar cells: Operation, materials and methods"
H. polyrhizus,metal_free_candidate_uncertain,1,0.16,0.16,0.4,0.5,79.16,,,TiO2,I−/I3−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.saa.2017.02.026,"Extraction, preparation and application of pigments from Cordyline fruticosa and Hylocereus polyrhizus as sensitizers for dye-sensitized solar cells"
Blue Gardenia jasminoide ellis,metal_free_candidate_uncertain,1,0.16,0.16,0.53,0.44,,,,,,glass,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2017.04.075,Recent progress and utilization of natural pigments in dye sensitized solar cells: A review
Gardenia blue ( GB ),metal_free_candidate_uncertain,1,0.16,0.16,0.53,440.0,69.0,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2016.08.003,Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers
Eosin Y 0.4,metal_free_candidate_uncertain,1,0.16,0.16,0.6,0.65,0.41,,,TiO2,I−/I3−,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ccr.2017.09.026,Nanofillers in the electrolytes of dye-sensitized solar cells – A short review
MAC,metal_free_candidate_uncertain,1,0.159,0.159,,,0.765,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.ijhydene.2018.10.176,Dye-sensitized solar cells based on natural and artificial phycobiliproteins to capture low light underwater
Hennaa,natural_or_bio_based_candidate,1,0.157,0.157,0.66,470.0,50.54,,,,,glass,elsevier,natural_keyword:henna,10.1016/j.cap.2015.01.003,Sensitized solar cells based on natural dyes
Ascf,metal_free_candidate_uncertain,3,0.122,0.15,0.4113,0.489,60.4667,,,SnO2,,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jsamd.2016.10.003,Dye-sensitized solar cells using natural dye as light-harvesting materials extracted from Acanthus sennii chiovenda flower and Euphorbia cotinifolia leaf
A. dentata,metal_free_candidate_uncertain,2,0.15,0.15,0.5,0.54,28.69,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.optmat.2019.02.037; 10.1016/j.saa.2017.11.018,Application of dyes extracted from Alternanthera dentata leaves and Musa acuminata bracts as natural sensitizers for dye-sensitized solar cells | Natural dye extract from Cassia fistula and its application in dye-sensitized solar cell: Experimental and density functional theory studies
Re(CO)3(H2bpyTTF)Cl ( 7 ),metal_free_candidate_uncertain,1,0.15,0.15,0.91,260.0,0.61,,,,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jorganchem.2008.12.018,"Rhenium(I) tricarbonyl complexes with bispyridine ligands attached to sulfur-rich core: Syntheses, structures and properties"
Mixture of both rosella & blue pea,metal_free_candidate_uncertain,1,0.15,0.15,0.82,0.38,0.47,,,,T2/T−,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.rser.2016.12.087,Performance improvement of modified dye-sensitized solar cells
Eosin B,metal_free_candidate_uncertain,1,0.15,0.15,1.0,507.0,0.43,,,ZnO,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.jphotochem.2008.08.015,Photovoltaic performance of nanostructured zinc oxide sensitised with xanthene dyes
Rosella + Blue Pea,metal_free_candidate_uncertain,1,0.15,0.15,0.82,0.382,0.47,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.optmat.2018.03.056,Fabrication and characterization of mixed dye: Natural and synthetic organic dye
Quebracho,metal_free_candidate_uncertain,1,0.15,0.15,0.65,0.65,0.59,,,ZnO,I-/I3-,FTO,elsevier,no_heavy_metal_keyword_detected,10.1016/j.electacta.2016.05.024,Investigation of Vegetable Tannins and Their Iron Complex Dyes for Dye Sensitized Solar Cell Applications
Mango,metal_free_candidate_uncertain,1,0.15,0.15,0.44,360.0,49.0,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2016.08.003,Recent advances in hybrid solar cells based on natural dye extracts from Indian plant pigment as sensitizers
Rosella & Blue pea mixture,metal_free_candidate_uncertain,1,0.15,0.15,0.82,0.38,0.47,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
Dianthus barbatus,metal_free_candidate_uncertain,1,0.15,0.15,0.53,0.58,0.48,,,TiO2,,,elsevier,no_heavy_metal_keyword_detected,10.1016/j.solener.2019.02.023,Progress in dye sensitized solar cell by incorporating natural photosensitizers
