query,year,title,doi,journal,publisher,first_author,issn,eissn,keywords,fulltext_url,pdf_url,abstract,doaj_id
dye sensitized solar cell,2026,Biosynthesized nickel oxide honeycomb nanostructures for DSSC counter electrode: a joint experimental and density functional theory study,10.1088/2053-1591/ae2f27,Materials Research Express,IOP Publishing,Stella Nasejje,,2053-1591,nickel oxide; biosynthesis; dye-sensitized solar cells (DSSC); bamboo shoot; DFT,https://doi.org/10.1088/2053-1591/ae2f27,,"The urgent need to address fossil fuel challenges has led to a surge in green energy technologies, including solar cells. Nanodimensional particles, particularly 2D nanostructures, have shown great potential in these technologies due to their high surface area-to-volume ratio. Nickel oxide (NiO) is a promising p-type semiconductor for solar cell photo-cathodes, offering remarkable physical and chemical properties at a relatively low cost. However, its surface morphology, area, and pores have a significant impact on performance. Traditional chemical synthesis methods for NiO nanostructures have several drawbacks, including the use of hazardous precursors. To address this, we present for the first time a novel bioengineering method using bamboo shoot extract to produce 2D NiO nanostructures. The results have been supported by Density Functional Theory (DFT) calculations. The DFT calculations revealed that NiO is a p-type semiconductor with direct band gap for spin-down at Г. The results show that the bioengineered NiO nanostructures exhibit high crystallinity and a honeycomb-like morphology. We successfully integrated these nanoparticles into a dye-sensitized solar cell (DSSC), demonstrating their viability as a counter electrode. The cell exhibits promising performance, with a short-circuit current density of 0.113 mA cm ^−2 and an efficiency of 0.0057%. This study presents a straightforward, cost-effective, and environmentally friendly method for bioengineering NiO honeycomb-like nanostructures, thereby paving the way for sustainable energy solutions.",0ec97ea402a14c70b34c47dbebba69e1
dye sensitized solar cell,2026,Biomass-derived rGO-like carbon from oil palm petioles integrated with NiO/PEDOT:PSS composites for counter electrodes in dye-sensitized solar cells,10.1016/j.rineng.2025.108918,Results in Engineering,Elsevier,Nattakan Kanjana,,2590-1230,Dye-sensitized solar cell; Nickel oxide; Reduced graphene oxide; PEDOT:PSS; Counter electrodes; Biomass materials,http://www.sciencedirect.com/science/article/pii/S2590123025049618,,"This study presents the development of a biomass-derived counter electrode (CE) for dye-sensitized solar cells (DSSCs), synthesized from oil palm petiole residues via a modified Hummer's technique to produce reduced graphene oxide (rGO)-like carbon. A ternary rGO/NiO/PEDOT:PSS CE was developed by integrating the high conductivity of rGO, the catalytic activity of nickel oxide (NiO) nanoparticles, and the film-forming capability of poly(3,4-ethylenedioxythiophene):polystyrene sulfonate (PEDOT:PSS). Scanning electron microscopy (SEM) and transmission electron microscopy (TEM) analyses confirmed a porous layered morphology with uniformly dispersed NiO, while X-ray diffraction (XRD) and Raman spectroscopy verified the coexistence of crystalline NiO and disordered graphitic domains. Electrochemical measurements revealed enhanced redox kinetics of the rGO/NiO/PEDOT:PSS CE, characterized by a low charge-transfer resistance, high reduction current density (Jpc = 0.501 mA·cm⁻2), and increased exchange current density, indicating efficient electron transfer at the CE/electrolyte interface. Consequently, the DSSC employing this composite achieved a power conversion efficiency (PCE) of 5.24%, slightly exceeding that of the Pt-based reference (5.18%). Compared with previously reported biomass-derived carbon or binary oxide–carbon electrodes, this ternary metal–polymer–carbon design offers a synergistic combination of electrical conductivity, and catalytic activity. The study highlights a novel and sustainable approach for converting agricultural waste into high-performance CE materials, providing an environmentally friendly and cost-effective pathway for advancing next-generation DSSCs.",16c8a05352d74a579495a751538af3e1
dye sensitized solar cell,2025,Unveiling the Aging Effect at the Interface of N719 Dye‐Sensitized Solar Cells,10.1002/admi.202400746,Advanced Materials Interfaces,Wiley-VCH,Sunita G. Adhikari,,2196-7350,degradation; dye sensitized solar cells; electron spectroscopy; IR‐spectroscopy,https://doi.org/10.1002/admi.202400746,,"Abstract The energy‐generating charge transportation in dye sensitized solar cells (DSSCs) occurs at the photoanode interface, and degradation at the interface can severely impact the cell performance. The study investigates the degradation of DSSCs and the main factors causing the decrease in cell performance over time. The DSSCs investigated here maintain their stability in the dark but upon light exposure, the cell degraded. The surface‐sensitive techniques X‐ray photoelectron spectroscopy (XPS), ultraviolet photoelectron spectroscopy (UPS), and neutral impact collision ion scattering spectroscopy (NICISS) are employed to investigate the change in the elemental and chemical composition at the electrode interface. Fourier transform infrared spectroscopy (FTIR) is applied to investigate the change in functional groups throughout the dye TiO2 interface. The XPS and NICISS results confirm the penetration of Ix− (x = 1 or 3) species into the dye layer as the main reason for cell degradation. FTIR and UV–vis DRS show the interaction of electrolytes with the dye molecule resulting in changes in the dye structure under light resulting in cell degradation. The main reason for the cell degradation observed is the penetration of Ix− into the dye layer which further instigates changes in the dye molecule affecting the light absorption ability of the dye and thus, decreasing the generation of photoelectrons resulting in poor performance of the cell over time.",1f39d1b6846c4bf781a9a82a0ea23932
eco friendly dye sensitized solar cell,2025,TiO2/Pt-Free DSSC produced with Nb2O5 and Polyaniline: a preliminary study,10.1590/pttr6175,Cerâmica,Associação Brasileira de Cerâmica,Ana Paula da Silva Vieira,,1678-4553,Gratzel Cell; semiconductor oxides; photovoltaic system; niobium pentoxide,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0366-69132025000100316&lng=en&tlng=en,http://www.scielo.br/pdf/ce/v71/1678-4553-ce-71-ePTTR6175.pdf,"Abstract Solar energy offers an eco-friendly alternative to address global energy challenges. This study develops a cost-effective dye-sensitized solar cell (DSSC) using niobium pentoxide (Nb2O5) as a photoanode and a polyaniline (PANI) composite as a counter electrode, replacing traditional titanium dioxide (TiO2) and platinum (Pt). Nb2O5 was synthesized via the Pechini method, and PANI through polymerization. The components were assembled using the Doctor Blading method in a sandwich configuration. Characterization revealed Nb2O5 with a band gap of ~3.0 eV and an orthorhombic morphology, demonstrating potential as a TiO2 substitute. DSSCs with composite electrodes outperformed those with pure PANI or niobium pentoxide electrodes. The PANI/Nb1 composite (1% Nb) achieved a Voc of 0.69 V and a current density of 0.075 mA cm−2. These findings highlight the promise of Nb2O5-enhanced PANI for efficient, low-cost solar energy conversion.",47bd997857e54bf59a8ee80fd5a811ee
dye sensitized solar cell,2025,The Adsorption of Ru-Based Dyes on the TiO<sub>2</sub> Surface to Enhance the Photovoltaic Efficiency of Dye-Sensitized Solar Cell Devices,10.3390/molecules30061312,Molecules,MDPI AG,Malgorzata Makowska-Janusik,,1420-3049,DSSC; dyes; adsorption; titanium dioxide; Monte Carlo; tris(bipyridine) ruthenium(II) complexes,https://www.mdpi.com/1420-3049/30/6/1312,,"Adsorption of mononuclear tris(bipyridine) ruthenium(II) complexes and binuclear tris(bipyridine) ruthenium(II) complexes equipped with carboxyl groups (-COOH) on the (111) surface of TiO<sub>2</sub> crystal in anatase form was modeled using Monte Carlo simulations, applying the Universal force field. It was shown that the adsorption efficiency of the ruthenium-based dyes on the TiO<sub>2</sub> surface depends on the position of the anchoring -COOH group in the molecular structure. The increase in the number of possible anchor groups in the dyes increases their ability to deposit on the surface of semiconductors. The chemisorbed molecules, such as mononuclear tris(bipyridine) ruthenium(II) complexes with the -COOH group in para position (RuLp) and binuclear tris(bipyridine) ruthenium(II) complexes called B3 with two anchoring -COOH groups and phenyl in the spacer, interact with the adsorber and other neighboring dyes, changing their electron and optical properties. The obtained computational results help to explain the behavior of the dyes on the TiO<sub>2</sub> surface, giving impact on their DSSC applications.",247a61e98b9c4ff398a84707cc0c40e2
DSSC natural dye,2025,Tagetes erecta (marigold) flower extract in the different solvents used as a capping agent and sensitizer for TiO2 photoanode based DSSC,10.1016/j.nxmate.2025.100875,Next Materials,Elsevier,Himanshu Patel,,2949-8228,Solvent extraction; Hexane; Tagetes erecta (marigold); Capping agent; Sensitizer; TiO2,http://www.sciencedirect.com/science/article/pii/S2949822825003934,,"This study utilizes acetonitrile (ACN), DI-water, and hexane as solvents, investigating their extraction efficiency from Tagetes erecta (TE) flowers. The UV–visible spectral study revealed greater absorbance for the hexane extract compared to ACN and DI-water extracts. HR-MS revealed the key constituents present in extracts obtained in different solvents. Functional characterization of TE extracts was carried out using FT-IR studies. DFT calculations highlighted HOMO and LUMO levels along with the role of various key constituents in photoelectron transfer to the TiO2 conduction band. Further, this study explores the utilization of TE flower extracts, focusing on two applications: capping agents for synthesizing TiO2 nanoparticles and natural sensitizers in DSSCs. For the capped TiO2, XRD analyses confirmed the anatase phase. FT-IR spectra showed the functionality of synthesized TiO2 material, and HRTEM analysis indicated a smaller particle size (14.54 nm) for hexane extract-based-capped TiO2. EIS studies revealed that the hexane extract-based device has lower charge transfer resistance and longer electron lifetimes than acetonitrile, DI-water and un-capped samples. DSSC assembled with hexane-extract-based capped-TiO2 demonstrated higher efficiency than its un-capped counterpart. When TE extracts were utilized as a sensitizer, UV–visible spectra of photoanode sensitized by hexane extract exhibited greater light harvesting than ACN and DI-water based extracts. DSSC assembled utilizing hexane-based sensitizers demonstrated higher efficiency, outperforming ACN and DI-water-based sensitizers as well as that of bare TiO2. These findings underline the potential of hexane as an effective solvent for extracting bioactive compounds from TE and its further use as sensitizer dye for TiO2 based DSSC.",6eb2e77a97cc4db88941de0af0162bbb
dye sensitized solar cell,2025,Synthesis of nanostructured semiconducting cerium oxide associated titanium dioxide as photoanodic material for dye sensitized solar cells,10.1016/j.chphi.2024.100790,Chemical Physics Impact,Elsevier,S. Ranjitha,,2667-0224,DSSC; Solar cells; Semiconductor materials; Cerium oxide; FT-IR,http://www.sciencedirect.com/science/article/pii/S2667022424003347,,"Using the Sol-Gel method, a cerium oxide (CeO2) and titanium dioxide (TiO2) nanocomposite (CeO2-TiO2) was created in this work and used as photoanodic components for photoelectrochemical solar cell construction. Appropriate natural dyes, including N3 dye, were found and adsorbed onto the semiconductor surface to capture light and promote electron transport at the interface between the dye and semiconductor. By forming an energy barrier at the interface between the photoanode and electrolyte, the synthesized CeO2-TiO2 system and N3 dye worked as a photoelectrode to lower charge recombination rates and increase photovoltaic efficiency. With an effective energy conversion efficiency of roughly 3.5 %, the measured short-circuit current density (Jsc) and open-circuit voltage (Voc) were 9.0 mAcm−2 and 680 mV, respectively. The economical manufacture of the CeO2-TiO2 composite for use in photoelectrochemical cells offers a viable path toward the profitable and ecologically responsible production of dye-sensitized solar cells.",1ff2ef7636b3498c958d344c7f67a4e0
green dye sensitized solar cell,2025,Synergistic Effect of Acacia (Cassia siamea) Leaves Extract in Green Synthesis of Ag/TiO2 Nanostructures for Dye-Sensitized Solar Cells,10.53293/jasn.2025.7620.1343,Journal of Applied Sciences and Nanotechnology,"University of Technology, Baghdad",Joseph Adebanji,,2788-6867,green synthesis; ag/tio2 nanostructures; photoanode; power conversion efficiency; dye-sensitized solar cells,,https://jasn.uotechnology.edu.iq/article_24955_1f937f7bac0e9ca1464d9dfe29a17fb6.pdf,"The green-synthesized silver-titanium dioxide (Ag/TiO2) nanocomposite was successfully produced in this study by the synergistic effects of the Cassia siamea leaf extract. In the visible portion of the electromagnetic spectrum, the absorbance improved when the nanoparticle was incorporated into TiO2. The energy gap of the composite reduced as the absorbance increased. Numerous functional groups in the formation of NP were detected by FTIR, and their possible role in NP formation was suggested. The synthesized nanoparticles and nanocomposites were found to be crystalline with X-Ray Diffraction (XRD) studies. The average crystallite size of the nanoparticle was 3.95 nm compared to nanocomposite of 4.53 nm. The shape of the surface of the synthesized nanocomposite appeared smoother and spherical in the scanning electron microscopy (SEM) image. The Energy Dispersive Spectra (EDS) of the TiO2 nanocomposite confirmed the existence of Ag and other elements. The formation of nanoparticles and nanocomposites having an average size of 4.85 nm and 6.92 nm was also verified on the basis of the analysis of the particles’ TEM micrographs. The incorporation of silver nanoparticles (AgNPs) increased the conductivity by 60.24% and resulted in promising electrical properties that suggest their potential application in a dye-sensitized solar cell (DSSC).",56e82baff3fb4674a9352f763ef0a63e
DSSC natural dye,2025,Sustainable synthesis of TiO2 nanoparticles from gambier leaf extract for enhanced DSSC photocurrent response,10.1016/j.rinma.2025.100752,Results in Materials,Elsevier,Nofrijon Sofyan,,2590-048X,Gambier leaf; Green synthesis; Natural plant extract; Sustainability; Titanium dioxide nanoparticles,http://www.sciencedirect.com/science/article/pii/S2590048X25000974,,"Titanium dioxide nanoparticles (TiO2 NPs) are widely employed as semiconductor materials in dye-sensitized solar cells (DSSCs) photoanodes. However, conventional chemical and physical synthesis methods to synthesize TiO2 NPs raise environmental concerns. This study presents an eco-friendly synthesis route for TiO2 NPs using gambier (Uncaria gambir) leaf extract as a natural capping agent coupled with the use of a chelating agent. The phytochemical composition of the extract was characterized using liquid chromatography-mass spectrometry (LC-MS) and Fourier transform infrared spectroscopy (FTIR). The optical, structural, and morphological properties of the synthesized NPs were investigated using UV–Vis diffuse reflectance spectroscopy (UV-DRS), X-ray diffraction (XRD), field emission electron microscopy coupled with energy dispersive X-ray spectroscopy (FESEM/EDS), Raman spectroscopy, and high-resolution transmission electron microscopy coupled with selected area diffraction (HRTEM/SAED). The green-synthesized TiO2 NPs exhibited a reduced bandgap energy of 3.04 eV compared to 3.2 eV for commercial and ethanol-synthesized counterparts. While acetylacetone as a chelating agent showed mixed effects, its 30 % concentration yielded a bandgap of 3.07 eV. Remarkably, TiO2 NPs synthesized with gambier extract and 50 % acetylacetone achieved the highest DSSC efficiency of 4.40 %, significantly outperforming commercial TiO2 (2.83 %). These findings demonstrate the potential of plant-based synthesis in advancing sustainable nanomaterials for photovoltaic applications.",4dd75e13ca1e499684c71629baf4425d
DSSC natural dye,2025,Sustainable Dye-Sensitized Solar Cells Enhanced with CdS and Natural P. pterocarpum Dye for Dual Energy and Low-Light Sensing: The Synergistic Role of ZnO Nanorods and Natural Dyes,10.29130/dubited.1668896,Düzce Üniversitesi Bilim ve Teknoloji Dergisi,Düzce University,Mücella Özbay Karakuş,,2148-2446,dye-sensitized solar cell (dssc); peltophorum pterocarpum natural dye; cds cosensitization; low-light photodetection; zno nanorods with tio₂ photo electrode; boya duyarlı güneş hücresi (dssc); peltophorum pterocarpum esaslı doğal boya; cds yardımcı duyarlılaştırıcı; düşük ışık algılama; zno nanorod ilaveli tio₂ foto elektrot,https://dergipark.org.tr/tr/download/article-file/4740469,,"This study presents a novel and sustainable approach to dye-sensitized solar cell (DSSC) design byintegrating a natural dye extracted from Peltophorum pterocarpum with CdS co-sensitization and ZnOnanorod-modified TiO₂ photoelectrodes. The fabricated DSSCs were enhanced through the integrationof ZnO nanorods on TiO₂ photoelectrodes and further modified with CdS co-sensitization to boost theirphotovoltaic and photodetection capabilities. The devices were evaluated under a broad range of lightintensities (100 to 0.01 mW/cm²), revealing dual functionality: efficient photovoltaic operation understandard illumination and superior sensitivity under ultra-low light. Under standard illumination, thehighest efficiency (8.15%) was achieved with N719 dye and ZnO/TiO₂ electrodes. However, the P.pterocarpum-based cells also exhibited competitive performance, reaching 6.92% with CdS and ZnOenhancement. Remarkably, under ultra-low light (0.01 mW/cm²), the natural dye-based DSSCsdemonstrated power conversion efficiencies exceeding 18%, rivaling commercial dye systems. Theseresults highlight the synergistic role of ZnO nanorods and CdS in enhancing charge transport and lightabsorption, while also showcasing the viability of natural dyes for eco-friendly, low-cost optoelectronicapplications. This study is among the first to demonstrate the synergistic integration of P. pterocarpumnatural dye, CdS co-sensitization, and ZnO nanorods in DSSCs and in this research, sustainable naturaldye utilization with structural nanomaterial engineering is uniquely bridged to develop DSSCs capableof dual functionality under both standard and ultra-low light conditions.",342504a536c44cdca2f05e698dfe0664
dye sensitized solar cell,2025,Study on dye-sensitized solar cell efficiency improvement using methyl orange dye,10.1007/s40243-025-00296-9,Materials for Renewable and Sustainable Energy,SpringerOpen,Qurratulain,2194-1459,2194-1467,DSSCs; TiO2; ZnO; Methyl orange; Methylene blue; Dye,https://doi.org/10.1007/s40243-025-00296-9,,"Abstract In this work, different varieties of dye sensitized solar cells are fabricated by simple fabrication process. In this fabrication extract of butea monosperma flower, methylene blue and methyl orange dyes are used as sensitizers. The photovoltaic performance of dye sensitized solar cells (DSSCs) has been studied. The performances of two different types of photo-electrodes are also tested in this work. The morphology and bandgap of TiO2 (titanium dioxide) and ZnO (Zinc oxide) was observed from XRD, FTIR spectroscopy and UV-vis Spectrum. It is found that TiO2 based DSSCs have better performance. It also observed that the current density and efficiency was increased from 7.46 to 12.9 mA/cm2 and from 1.34 to 6.8% respectively when using methyl orange as a dye. Hence it can be said that methyl orange dye enhanced the photovoltaic performance of DSSC.",17fb9281e0314cbd963412151660af26
DSSC natural dye,2025,"Studies on a New 1,3,4-Oxadiazole Bixin Dimer for Potential Application in Dye-Sensitized Solar Cells",10.3390/reactions6030039,Reactions,MDPI AG,Afonso Santine M. M. Velez,,2624-781X,natural product bixin; semisynthetic hybrids; TiO<sub>2</sub> nanofilms; photostability; electrochemistry; frontier molecular orbitals,https://www.mdpi.com/2624-781X/6/3/39,,"Dye-sensitized solar cells (DSSCs) have emerged as a promising technology for converting sunlight into electricity at a low cost; however, it is still necessary to find a photostable, low-cost, and efficient photosensitizer. In this sense, the natural product bixin (<b>Dye 1</b>) has previously been reported as a potential photosensitizer. Thus, the present work reports the full synthesis of diester and diacid hybrids (<b>Dyes 2</b> and <b>3</b>, respectively, with corresponding yields of 93% and 52%) using the natural product bixin as a starting material and 1,3,4-oxadiazole ring as a connected point. The hydrolysis step of <b>Dye 2</b> aims to obtain <b>Dye 3</b> with a structural capacity to anchor the titanium dioxide (TiO<sub>2</sub>) nanofilms via the carboxylic acid group. Both compounds (<b>Dyes 1</b> and <b>3</b>) can be adsorbed via pseudo-first order on the surface of TiO<sub>2</sub> nanofilms, reaching saturation after 10 and 6 min of exposure in an organic solution (1 × 10<sup>−5</sup> M), respectively, with adsorption kinetics of the semisynthetic compound almost twofold higher than the natural product. Contrary to expectations, <b>Dye 3</b> had spectral behavior similar to <b>Dye 1</b>, but with better frontier molecular orbital (FMO) parameters, indicating that <b>Dye 3</b> will probably behave very similarly or have slightly better photovoltaic performance than <b>Dye 1</b> in future DSSC measurements.",bdc882d9a7d44ce2a4e2621b9667950b
dye sensitized solar cell,2025,Pioneering an Innovative Eco‐Friendly N719 Dye‐Sensitized Solar Cell through Modelling and Impedance Spectroscopy Analysis for Energy Sustainability,10.1002/gch2.202500276,Global Challenges,Wiley,George G. Njema,,2056-6646,charge transport; electrical modulus; electrochemical performance; ion conduction; photovoltaic,https://doi.org/10.1002/gch2.202500276,,"Abstract Dye‐sensitized solar cells (DSSC) have received significant interest in the photovoltaic technology because of their eco‐friendly nature, affordability and flexibility. Here, this work presents a DSSC of the configuration; FTO/WO3/N719 Dye/GO/C with performance metrics – open‐circuit voltage (Voc) of 1.1055 V, short‐circuit current density (Jsc) of 22.23 mA cm−2, a fill factor (FF) of 84.65%, and a remarkable power conversion efficiency (PCE) of 20.80%. The study utilizes a wide frequency range of 10−3 to 1010 Hz to examine charge transport dynamics and evaluate the electrochemical performance of the model cell. Impedance spectroscopy investigates both complex electrical impedance (Z*) and electric modulus (M*) to provide critical insights into ionic transport, charge recombination, ion migration and diffusion mechanisms within the cell. A model equivalent circuit is developed and theoretically validated by fitting experimental alternating current (AC) data to theoretical predictions, allowing the extraction of characteristic time constants for various processes. The results highlight that efficient ion conduction and rapid electron diffusion are essential for optimizing charge collection and minimizing recombination losses. Further, the study emphasizes the critical role of both series and shunt resistances across low‐ and high‐frequency domains, establishing a strong correlation between time constant behavior and overall device efficiency.",24e97daa75944a709f41e2f8fe083c37
dye sensitized solar cell,2025,Photovoltaic performance of semi-pure and crude dye extracts from the leaf of Lonchocarpus cyanescens as natural sensitizer for dye-sensitized solar cell (DSSC),10.1016/j.nxener.2025.100386,Next Energy,Elsevier,Moriamo O. John,,2949-821X,Semiconductor; Photovoltaic; Lonchocarpus cyanescens; Photoelectrochemical; Anthraquinones; Solar cells,http://www.sciencedirect.com/science/article/pii/S2949821X25001498,,"In this study, the natural dye was extracted from Lonchocarpus cyanescens (LC), and both the crude and semi-pure extracts were used as sensitizers for dye-sensitized solar cells (DSSCs). Characterization of the prepared dye was carried out using UV-vis absorption spectroscopy. Different DSSCs based on the extracted dye were fabricated. The light conversion efficiency of the DSSC from the purified extract was found to be 0.057%. This value is lower than the performance of the DSSC from the crude extract of Lonchocarpus cyanescens with 0.116% efficiency. An electrochemical study of the cells was carried out to validate the results using cyclic voltammetry and electrochemical impedance spectroscopy (EIS) for the first time. The difference in the performances of the 2 samples is attributed to the loss of co-absorbers that acted in synergy with absorbing species of crude extract during the process of purification. These absorbing species also act as adsorbing species to the TiO2 surface. In this study, we have established the relationship between the photovoltaic performance of semi-pure and crude extracts of Lonchocarpus cyanescens DSSCs and their charge transport properties.",0b1ace71c12d47dbb8817f59ada5d395
DSSC natural dye,2025,Natural pigment-based dye-sensitized solar cells utilizing Caulerpa racemose and Gymnogongrus flabelliformis as photosensitizers,10.61435/ijred.2025.61083,International Journal of Renewable Energy Development,Diponegoro University,Semuel Unwakoly,2252-4940,,dssc; natural pigment; caulerpa racemose; gymnogongrus flabelliformis; photosensitizers,https://ijred.cbiore.id/index.php/ijred/article/view/61083,,"This research examines natural dyes' chemical and physical characteristics for potential use in dye-sensitized solar cells (DSSCs). Chlorophyll pigments were extracted from two macroalgae species, Caulerpa racemosa and Gymnogongrus flabelliformis, and analyzed using absorbance spectroscopy, band gap energy calculations, and dye-sensitized solar cell performance evaluation. Fourier Transform Infrared (FTIR) characterisation was used to identify the pigments contained in the dye. The absorbance spectra of chlorophyll pigments extracted from both macroalgae species showed broad peaks at 400–800 nm wavelengths, with Gymnogongrus flabelliformis showing the highest absorbance peak at 403 nm. The redox potential analysis for both macroalgae species showed energy gaps (HOMO/LUMO) of 1.3 eV, 1.4 eV, 2.3 eV, and 2.4 eV, respectively, indicating that these natural dyes are suitable for use in DSSC applications. DSSC devices were fabricated using components such as liquid electrolyte, mesoporous titanium dioxide (TiO₂) photoelectrode, reduced graphene oxide (rGO) as counter electrode, and ITO glass as conductive substrate. Meanwhile, to evaluate how well the photovoltaic system worked, we looked at short-circuit current density (Jsc), open circuit voltage (Voc), fill factor (FF), and overall photoelectric conversion efficiency (η). The results showed that the highest performance for Gymnogongrus flabelliformis was Jsc 0.041 mA/cm², Voc 0.28 V, FF 0.239, and η 0.020%, while the highest performance of Caulerpa racemosa was Jsc 0.023 mA/cm², Voc 0.46 V, FF 0.244, and η 0.019%. These findings indicate the potential for using and developing natural dyes derived from these two macroalgae species in DSSC technology. This research offers insight into the feasibility of marine-derived pigments as a sustainable and environmentally friendly alternative for photovoltaic applications.",9ba90d38093d4aca95fcb8c1461d7ba2
